  2.4048	  5.5200	  8.6537	 11.7915	 14.9309	 18.0710	 21.2116	 24.3524	 27.4934	 30.6346	 33.7758	 36.9171	 40.0584	 43.1997	 46.3411	 49.4826	 52.6240	 55.7655	 58.9069	 62.0484	 65.1899	 68.3314	 71.4729	 74.6145	 77.7560	 80.8975	 84.0390	 87.1806	 90.3221	 93.4637	 96.6052	 99.7468	102.8883	106.0299	109.1714	112.3130	115.4546	118.5961	121.7377	124.8793	128.0208	131.1624	134.3040	137.4455	140.5871	143.7287	146.8703	150.0118	153.1534	156.2950	159.4366	162.5781	165.7197	168.8613	172.0029	175.1445	178.2860	181.4276	184.5692	187.7108	190.8524	193.9939	197.1355	200.2771	203.4187	206.5603	209.7019	212.8434	215.9850	219.1266	222.2682	225.4098	228.5514	231.6930	234.8345	237.9761	241.1177	244.2593	247.4009	250.5425	253.6841	256.8256	259.9672	263.1088	266.2504	269.3920	272.5336	275.6752	278.8168	281.9583	285.0999	288.2415	291.3831	294.5247	297.6663	300.8079	303.9495	307.0910	310.2326	313.3742
  3.8317	  7.0155	 10.1734	 13.3236	 16.4706	 19.6158	 22.7600	 25.9036	 29.0468	 32.1896	 35.3323	 38.4747	 41.6170	 44.7593	 47.9014	 51.0435	 54.1855	 57.3275	 60.4694	 63.6113	 66.7532	 69.8950	 73.0369	 76.1787	 79.3204	 82.4622	 85.6040	 88.7457	 91.8875	 95.0292	 98.1709	101.3126	104.4543	107.5960	110.7377	113.8794	117.0211	120.1628	123.3044	126.4461	129.5878	132.7294	135.8711	139.0127	142.1544	145.2960	148.4377	151.5793	154.7210	157.8626	161.0042	164.1459	167.2875	170.4292	173.5708	176.7124	179.8540	182.9957	186.1373	189.2789	192.4206	195.5622	198.7038	201.8454	204.9870	208.1287	211.2703	214.4119	217.5535	220.6951	223.8368	226.9784	230.1200	233.2616	236.4032	239.5448	242.6864	245.8281	248.9697	252.1113	255.2529	258.3945	261.5361	264.6777	267.8193	270.9609	274.1025	277.2442	280.3858	283.5274	286.6690	289.8106	292.9522	296.0938	299.2354	302.3770	305.5186	308.6602	311.8018	314.9434
  5.1356	  8.4172	 11.6198	 14.7959	 17.9598	 21.1170	 24.2701	 27.4205	 30.5692	 33.7165	 36.8628	 40.0084	 43.1534	 46.2980	 49.4421	 52.5860	 55.7296	 58.8730	 62.0162	 65.1592	 68.3021	 71.4449	 74.5876	 77.7303	 80.8728	 84.0152	 87.1576	 90.3000	 93.4423	 96.5845	 99.7267	102.8689	106.0110	109.1531	112.2952	115.4372	118.5793	121.7213	124.8632	128.0052	131.1472	134.2891	137.4310	140.5729	143.7148	146.8566	149.9985	153.1404	156.2822	159.4240	162.5658	165.7077	168.8495	171.9913	175.1330	178.2748	181.4166	184.5584	187.7001	190.8419	193.9836	197.1254	200.2671	203.4089	206.5506	209.6923	212.8340	215.9758	219.1175	222.2592	225.4009	228.5426	231.6843	234.8260	237.9677	241.1094	244.2511	247.3928	250.5345	253.6762	256.8179	259.9595	263.1012	266.2429	269.3846	272.5262	275.6679	278.8096	281.9512	285.0929	288.2346	291.3762	294.5179	297.6596	300.8012	303.9429	307.0845	310.2262	313.3678	316.5095
  6.3801	  9.7610	 13.0152	 16.2234	 19.4094	 22.5827	 25.7481	 28.9083	 32.0648	 35.2186	 38.3704	 41.5207	 44.6697	 47.8177	 50.9650	 54.1116	 57.2576	 60.4032	 63.5484	 66.6932	 69.8377	 72.9820	 76.1261	 79.2700	 82.4137	 85.5572	 88.7006	 91.8439	 94.9871	 98.1301	101.2731	104.4160	107.5588	110.7016	113.8443	116.9869	120.1295	123.2720	126.4145	129.5569	132.6993	135.8416	138.9840	142.1262	145.2685	148.4107	151.5529	154.6951	157.8373	160.9794	164.1215	167.2636	170.4057	173.5477	176.6898	179.8318	182.9738	186.1158	189.2578	192.3998	195.5417	198.6837	201.8256	204.9675	208.1094	211.2514	214.3932	217.5351	220.6770	223.8189	226.9607	230.1026	233.2445	236.3863	239.5281	242.6700	245.8118	248.9536	252.0954	255.2372	258.3790	261.5208	264.6626	267.8044	270.9462	274.0880	277.2297	280.3715	283.5133	286.6550	289.7968	292.9385	296.0803	299.2220	302.3638	305.5055	308.6473	311.7890	314.9307	318.0725
  7.5883	 11.0647	 14.3725	 17.6159	 20.8269	 24.0190	 27.1990	 30.3710	 33.5371	 36.6990	 39.8576	 43.0137	 46.1678	 49.3203	 52.4715	 55.6216	 58.7708	 61.9192	 65.0670	 68.2141	 71.3608	 74.5071	 77.6529	 80.7985	 83.9437	 87.0887	 90.2335	 93.3780	 96.5223	 99.6665	102.8105	105.9544	109.0981	112.2417	115.3852	118.5286	121.6719	124.8152	127.9583	131.1014	134.2444	137.3873	140.5302	143.6730	146.8158	149.9585	153.1012	156.2438	159.3864	162.5289	165.6714	168.8139	171.9564	175.0988	178.2412	181.3835	184.5258	187.6682	190.8104	193.9527	197.0949	200.2372	203.3794	206.5215	209.6637	212.8059	215.9480	219.0901	222.2322	225.3743	228.5164	231.6584	234.8005	237.9425	241.0845	244.2265	247.3685	250.5105	253.6525	256.7945	259.9365	263.0784	266.2204	269.3623	272.5042	275.6461	278.7881	281.9300	285.0719	288.2138	291.3556	294.4975	297.6394	300.7813	303.9231	307.0650	310.2068	313.3487	316.4905	319.6324
  8.7714	 12.3386	 15.7001	 18.9801	 22.2178	 25.4303	 28.6266	 31.8117	 34.9887	 38.1598	 41.3263	 44.4893	 47.6494	 50.8071	 53.9630	 57.1173	 60.2702	 63.4220	 66.5728	 69.7228	 72.8721	 76.0207	 79.1688	 82.3164	 85.4635	 88.6103	 91.7566	 94.9027	 98.0485	101.1940	104.3393	107.4844	110.6292	113.7739	116.9184	120.0628	123.2070	126.3511	129.4951	132.6389	135.7827	138.9263	142.0699	145.2134	148.3568	151.5001	154.6434	157.7866	160.9297	164.0727	167.2158	170.3587	173.5016	176.6445	179.7873	182.9301	186.0728	189.2155	192.3582	195.5008	198.6434	201.7860	204.9285	208.0710	211.2135	214.3559	217.4983	220.6408	223.7831	226.9255	230.0678	233.2101	236.3524	239.4947	242.6370	245.7792	248.9215	252.0637	255.2059	258.3480	261.4902	264.6324	267.7745	270.9166	274.0588	277.2009	280.3430	283.4850	286.6271	289.7692	292.9112	296.0533	299.1953	302.3373	305.4793	308.6213	311.7633	314.9053	318.0473	321.1893
  9.9361	 13.5892	 17.0038	 20.3207	 23.5860	 26.8201	 30.0337	 33.2330	 36.4220	 39.6032	 42.7784	 45.9490	 49.1157	 52.2794	 55.4405	 58.5996	 61.7568	 64.9125	 68.0668	 71.2201	 74.3723	 77.5237	 80.6743	 83.8242	 86.9736	 90.1223	 93.2706	 96.4185	 99.5659	102.7130	105.8598	109.0063	112.1525	115.2984	118.4441	121.5896	124.7349	127.8801	131.0250	134.1698	137.3144	140.4589	143.6033	146.7476	149.8917	153.0358	156.1797	159.3236	162.4673	165.6110	168.7546	171.8982	175.0416	178.1850	181.3283	184.4716	187.6148	190.7580	193.9011	197.0442	200.1872	203.3302	206.4731	209.6160	212.7588	215.9017	219.0444	222.1872	225.3299	228.4726	231.6152	234.7579	237.9005	241.0430	244.1856	247.3281	250.4706	253.6131	256.7555	259.8980	263.0404	266.1828	269.3252	272.4675	275.6099	278.7522	281.8945	285.0368	288.1791	291.3213	294.4636	297.6058	300.7480	303.8902	307.0324	310.1746	313.3168	316.4589	319.6011	322.7432
 11.0863	 14.8212	 18.2875	 21.6415	 24.9349	 28.1911	 31.4227	 34.6370	 37.8387	 41.0307	 44.2154	 47.3941	 50.5681	 53.7383	 56.9052	 60.0694	 63.2314	 66.3914	 69.5497	 72.7065	 75.8621	 79.0165	 82.1700	 85.3225	 88.4743	 91.6254	 94.7758	 97.9257	101.0751	104.2240	107.3724	110.5205	113.6682	116.8156	119.9626	123.1094	126.2560	129.4022	132.5483	135.6942	138.8398	141.9853	145.1306	148.2758	151.4208	154.5657	157.7104	160.8550	163.9995	167.1439	170.2882	173.4324	176.5765	179.7205	182.8644	186.0083	189.1520	192.2957	195.4394	198.5829	201.7264	204.8699	208.0133	211.1566	214.2999	217.4431	220.5863	223.7295	226.8726	230.0156	233.1587	236.3016	239.4446	242.5875	245.7304	248.8732	252.0160	255.1588	258.3016	261.4443	264.5870	267.7297	270.8723	274.0150	277.1576	280.3001	283.4427	286.5852	289.7277	292.8702	296.0127	299.1552	302.2976	305.4400	308.5824	311.7248	314.8672	318.0096	321.1519	324.2942
 12.2250	 16.0377	 19.5545	 22.9451	 26.2668	 29.5456	 32.7958	 36.0256	 39.2404	 42.4438	 45.6384	 48.8259	 52.0076	 55.1847	 58.3578	 61.5277	 64.6947	 67.8594	 71.0220	 74.1827	 77.3419	 80.4997	 83.6563	 86.8117	 89.9662	 93.1198	 96.2727	 99.4248	102.5762	105.7271	108.8774	112.0273	115.1766	118.3256	121.4742	124.6224	127.7703	130.9179	134.0652	137.2123	140.3591	143.5057	146.6520	149.7982	152.9441	156.0899	159.2356	162.3810	165.5264	168.6716	171.8166	174.9615	178.1063	181.2510	184.3956	187.5401	190.6845	193.8288	196.9730	200.1172	203.2612	206.4052	209.5491	212.6930	215.8368	218.9805	222.1241	225.2677	228.4113	231.5547	234.6982	237.8416	240.9849	244.1282	247.2715	250.4147	253.5578	256.7010	259.8441	262.9871	266.1302	269.2731	272.4161	275.5590	278.7019	281.8448	284.9876	288.1304	291.2732	294.4160	297.5587	300.7014	303.8441	306.9868	310.1294	313.2721	316.4147	319.5573	322.6998	325.8424
 13.3543	 17.2412	 20.8070	 24.2338	 27.5837	 30.8853	 34.1543	 37.4001	 40.6285	 43.8438	 47.0487	 50.2453	 53.4352	 56.6195	 59.7993	 62.9751	 66.1475	 69.3172	 72.4843	 75.6493	 78.8124	 81.9738	 85.1337	 88.2923	 91.4497	 94.6061	 97.7615	100.9160	104.0697	107.2227	110.3751	113.5269	116.6781	119.8288	122.9790	126.1288	129.2782	132.4273	135.5759	138.7243	141.8723	145.0201	148.1676	151.3149	154.4619	157.6087	160.7554	163.9018	167.0480	170.1941	173.3400	176.4857	179.6313	182.7768	185.9221	189.0673	192.2124	195.3574	198.5023	201.6470	204.7917	207.9363	211.0808	214.2252	217.3695	220.5137	223.6579	226.8020	229.9460	233.0900	236.2339	239.3777	242.5215	245.6652	248.8089	251.9525	255.0961	258.2396	261.3831	264.5265	267.6699	270.8132	273.9565	277.0998	280.2430	283.3862	286.5294	289.6725	292.8156	295.9586	299.1017	302.2447	305.3876	308.5306	311.6735	314.8164	317.9592	321.1021	324.2449	327.3877
